C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_51_665.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_51_665.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_51_665.jpg, 0, 0, 0, 8.242028E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_51_774.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_51_774.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_51_774.jpg, 0, 0, 0, 7.921179E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_51_882.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_51_882.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_51_882.jpg, 0, 0, 0, 8.059286E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_51_984.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_51_984.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_51_984.jpg, 0, 0, 0, 7.856147E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_52_093.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_52_093.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_52_093.jpg, 0, 0, 0, 7.785651E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_52_202.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_52_202.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_52_202.jpg, 0, 0, 0, 7.90334E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_52_307.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_52_307.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_52_307.jpg, 0, 0, 0, 7.971987E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_52_422.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_52_422.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_52_422.jpg, 0, 0, 0, 7.855555E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_52_530.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_52_530.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_52_530.jpg, 0, 0, 0, 8.011678E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_52_640.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_52_640.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_52_640.jpg, 0, 0, 0, 7.770238E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_52_746.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_52_746.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_52_746.jpg, 0, 0, 0, 7.896385E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_52_847.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_52_847.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_52_847.jpg, 0, 0, 0, 7.792802E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_52_948.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_52_948.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_52_948.jpg, 0, 0, 0, 7.820172E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_53_049.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_53_049.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_53_049.jpg, 0, 0, 0, 7.988417E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_53_160.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_53_160.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_53_160.jpg, 0, 0, 0, 7.873087E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_53_272.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_53_272.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_53_272.jpg, 0, 0, 0, 7.790171E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_53_375.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_53_375.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_53_375.jpg, 0, 0, 0, 7.870547E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_53_478.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_53_478.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_53_478.jpg, 0, 0, 0, 8.48722E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_53_579.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_53_579.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_53_579.jpg, 0, 0, 0, 7.800643E-05
C:\Users\user\Downloads\simulator-windows-64\IMG\center_2020_09_03_18_34_53_683.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\left_2020_09_03_18_34_53_683.jpg, C:\Users\user\Downloads\simulator-windows-64\IMG\right_2020_09_03_18_34_53_683.jpg, 0, 0, 0, 7.830739E-05
